sample,batch,lab,fastqc_r1_gc,fastqc_r1_adapt,fastqc_r1_kmer,fastqc_r1_seqqual,fastqc_r1_len,fastqc_r1_tilequal,fastqc_r1_dup,fastqc_r1_over,fastqc_r1_n,fastqc_r1_basequal,fastqc_r1_basecont,fastqc_r2_gc,fastqc_r2_adapt,fastqc_r2_kmer,fastqc_r2_seqqual,fastqc_r2_len,fastqc_r2_tilequal,fastqc_r2_dup,fastqc_r2_over,fastqc_r2_n,fastqc_r2_basequal,fastqc_r2_basecont,input_r1,input_r2,mlen_r1,mlen_r2,goodpairs,alnreads,coverage_1q,coverage_median,coverage_3q,coverage_mean,bwaFF,bwaFR,bwaRF,bwaRR,bwadir,bwa_insert_mean,bwa_insert_min,bwa_insert_max,consensus_N,consensus_lower,match_gaps,match_simil,match_len,match_score,match_id,shorah_snv,shorah_filtered,shorah_majority,shorah_absmaj,
38007599--CP387--G5--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007600--CP387--H5--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007601--CP387--A6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007602--CP387--B6--type--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007603--CP387--C6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007604--CP387--D6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007605--CP387--E6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007606--CP387--F6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007607--CP387--G6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007608--CP387--H6--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007609--CP387--B10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007610--CP387--C10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007611--CP387--D10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007612--CP387--E10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007613--CP387--F10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007614--CP387--G10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007615--CP387--H10--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007616--CP387--A11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007617--CP387--B11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007618--CP387--C11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007619--CP387--D11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007620--CP387--E11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007621--CP387--F11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007622--CP387--G11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007623--CP387--H11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007624--CP386--A11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007625--CP386--B11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007626--CP386--C11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007627--CP386--D11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007628--CP386--E11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007629--CP386--F11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007630--CP386--G11--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007631--CP386--H11--type--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007632--CP387--A10--type--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007633--CP387--B7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007634--CP387--C7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007635--CP387--D7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007636--CP387--E7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007637--CP387--F7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007638--CP387--G7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007639--CP387--H7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007640--CP387--A8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007641--CP387--B8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007642--CP387--C8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007643--CP387--D8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007644--CP387--E8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007645--CP387--F8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007646--CP387--G8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007647--CP387--H8--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007648--CP387--A9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007649--CP387--B9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007650--CP387--C9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007651--CP387--D9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007652--CP387--E9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007653--CP387--F9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007654--CP387--G9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007655--CP387--H9--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007656--CP387--A7--type--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007657--230101_BSSE_IMV--B1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007658--230101_BSSE_IMV--C1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007659--230101_BSSE_IMV--D1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007660--230101_BSSE_IMV--E1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,FAIL,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007661--230101_BSSE_IMV--F1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007662--230101_BSSE_IMV--G1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,FAIL,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,FAIL,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007663--230101_BSSE_IMV--H1--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,FAIL,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007664--230101_BSSE_IMV--A2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007665--230101_BSSE_IMV--B2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007666--230101_BSSE_IMV--C2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007667--230101_BSSE_IMV--D2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007668--230101_BSSE_IMV--E2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007669--230101_BSSE_IMV--F2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007670--230101_BSSE_IMV--G2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,WARNING,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007671--230101_BSSE_IMV--H2--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007672--230101_BSSE_IMV--A3--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007673--230101_BSSE_IMV--B3--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007674--230101_BSSE_IMV--C3--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007675--230101_BSSE_IMV--D3--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,PASS,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,PASS,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
38007676--230101_BSSE_IMV--E3--TYPE--opt,20230106_HN752DRX2,gfb,FAIL,WARNING,FAIL,PASS,PASS,WARNING,FAIL,FAIL,PASS,PASS,WARNING,FAIL,WARNING,WARNING,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,,,,,,,,,,,0,0,0,0,,0,,,0,0,,,,,,,,,,
